time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
60,3 finished I/O → ready queue,io_to_ready,3,IO0,"['1', '2', '3']",[],['4'],[None]
62,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,"['1', '2', '3', '4']",[],[None],[None]
62,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['2', '3', '4']",[],['1'],[None]
65,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['2', '3', '4', '1']",[],[None],[None]
65,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['3', '4', '1']",[],['2'],[None]
67,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['3', '4', '1']",['2'],[None],[None]
67,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['4', '1']",['2'],['3'],[None]
67,2 dispatched to IO0,dispatch_io,2,IO0,"['4', '1']",[],['3'],['2']
70,3 preempted (RR quantum expired),preempt_cpu,3,CPU0,"['4', '1', '3']",[],[None],['2']
70,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['1', '3']",[],['4'],['2']
71,5 added to ready queue,enqueue,5,,"['1', '3', '5']",[],['4'],['2']
72,2 finished I/O → ready queue,io_to_ready,2,IO0,"['1', '3', '5', '2']",[],['4'],[None]
73,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,"['1', '3', '5', '2', '4']",[],[None],[None]
73,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['3', '5', '2', '4']",[],['1'],[None]
76,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['3', '5', '2', '4', '1']",[],[None],[None]
76,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['5', '2', '4', '1']",[],['3'],[None]
78,3 finished CPU → ready queue,cpu_to_ready,3,CPU0,"['5', '2', '4', '1', '3']",[],[None],[None]
78,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['2', '4', '1', '3']",[],['5'],[None]
81,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['2', '4', '1', '3', '5']",[],[None],[None]
81,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['4', '1', '3', '5']",[],['2'],[None]
82,6 added to ready queue,enqueue,6,,"['4', '1', '3', '5', '6']",[],['2'],[None]
83,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['4', '1', '3', '5', '6', '2']",[],[None],[None]
83,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['1', '3', '5', '6', '2']",[],['4'],[None]
84,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['1', '3', '5', '6', '2']",['4'],[None],[None]
84,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['3', '5', '6', '2']",['4'],['1'],[None]
84,4 dispatched to IO0,dispatch_io,4,IO0,"['3', '5', '6', '2']",[],['1'],['4']
87,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['3', '5', '6', '2', '1']",[],[None],['4']
87,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['5', '6', '2', '1']",[],['3'],['4']
90,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['5', '6', '2', '1']",['3'],[None],['4']
90,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['6', '2', '1']",['3'],['5'],['4']
93,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['6', '2', '1', '5']",['3'],[None],['4']
93,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['2', '1', '5']",['3'],['6'],['4']
94,4 finished I/O → ready queue,io_to_ready,4,IO0,"['2', '1', '5', '4']",['3'],['6'],[None]
94,3 dispatched to IO0,dispatch_io,3,IO0,"['2', '1', '5', '4']",[],['6'],['3']
96,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['2', '1', '5', '4', '6']",[],[None],['3']
96,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['1', '5', '4', '6']",[],['2'],['3']
97,7 added to ready queue,enqueue,7,,"['1', '5', '4', '6', '7']",[],['2'],['3']
98,8 added to ready queue,enqueue,8,,"['1', '5', '4', '6', '7', '8']",[],['2'],['3']
99,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['1', '5', '4', '6', '7', '8']",['2'],[None],['3']
99,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '4', '6', '7', '8']",['2'],['1'],['3']
100,3 finished I/O → ready queue,io_to_ready,3,IO0,"['5', '4', '6', '7', '8', '3']",['2'],['1'],[None]
100,2 dispatched to IO0,dispatch_io,2,IO0,"['5', '4', '6', '7', '8', '3']",[],['1'],['2']
102,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['5', '4', '6', '7', '8', '3', '1']",[],[None],['2']
102,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['4', '6', '7', '8', '3', '1']",[],['5'],['2']
105,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['4', '6', '7', '8', '3', '1']",['5'],[None],['2']
105,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['6', '7', '8', '3', '1']",['5'],['4'],['2']
106,2 finished I/O → ready queue,io_to_ready,2,IO0,"['6', '7', '8', '3', '1', '2']",['5'],['4'],[None]
106,5 dispatched to IO0,dispatch_io,5,IO0,"['6', '7', '8', '3', '1', '2']",[],['4'],['5']
108,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,"['6', '7', '8', '3', '1', '2', '4']",[],[None],['5']
108,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['7', '8', '3', '1', '2', '4']",[],['6'],['5']
110,9 added to ready queue,enqueue,9,,"['7', '8', '3', '1', '2', '4', '9']",[],['6'],['5']
110,10 added to ready queue,enqueue,10,,"['7', '8', '3', '1', '2', '4', '9', '10']",[],['6'],['5']
110,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['7', '8', '3', '1', '2', '4', '9', '10', '6']",[],[None],['5']
110,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['8', '3', '1', '2', '4', '9', '10', '6']",[],['7'],['5']
113,7 preempted (RR quantum expired),preempt_cpu,7,CPU0,"['8', '3', '1', '2', '4', '9', '10', '6', '7']",[],[None],['5']
113,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['3', '1', '2', '4', '9', '10', '6', '7']",[],['8'],['5']
116,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['3', '1', '2', '4', '9', '10', '6', '7']",['8'],[None],['5']
116,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['1', '2', '4', '9', '10', '6', '7']",['8'],['3'],['5']
119,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['1', '2', '4', '9', '10', '6', '7']","['8', '3']",[None],['5']
119,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['2', '4', '9', '10', '6', '7']","['8', '3']",['1'],['5']
121,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['2', '4', '9', '10', '6', '7']","['8', '3', '1']",[None],['5']
121,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['4', '9', '10', '6', '7']","['8', '3', '1']",['2'],['5']
124,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['4', '9', '10', '6', '7', '2']","['8', '3', '1']",[None],['5']
124,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['9', '10', '6', '7', '2']","['8', '3', '1']",['4'],['5']
125,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['9', '10', '6', '7', '2']","['8', '3', '1', '4']",[None],['5']
125,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['10', '6', '7', '2']","['8', '3', '1', '4']",['9'],['5']
128,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,"['10', '6', '7', '2', '9']","['8', '3', '1', '4']",[None],['5']
128,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['6', '7', '2', '9']","['8', '3', '1', '4']",['10'],['5']
130,5 finished I/O → ready queue,io_to_ready,5,IO0,"['6', '7', '2', '9', '5']","['8', '3', '1', '4']",['10'],[None]
130,8 dispatched to IO0,dispatch_io,8,IO0,"['6', '7', '2', '9', '5']","['3', '1', '4']",['10'],['8']
131,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['6', '7', '2', '9', '5', '10']","['3', '1', '4']",[None],['8']
131,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['7', '2', '9', '5', '10']","['3', '1', '4']",['6'],['8']
134,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['7', '2', '9', '5', '10', '6']","['3', '1', '4']",[None],['8']
134,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['2', '9', '5', '10', '6']","['3', '1', '4']",['7'],['8']
137,7 preempted (RR quantum expired),preempt_cpu,7,CPU0,"['2', '9', '5', '10', '6', '7']","['3', '1', '4']",[None],['8']
137,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['9', '5', '10', '6', '7']","['3', '1', '4']",['2'],['8']
139,2 finished all bursts,finished,2,CPU0,"['9', '5', '10', '6', '7']","['3', '1', '4']",[None],['8']
139,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['5', '10', '6', '7']","['3', '1', '4']",['9'],['8']
142,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['5', '10', '6', '7']","['3', '1', '4', '9']",[None],['8']
142,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['10', '6', '7']","['3', '1', '4', '9']",['5'],['8']
145,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['10', '6', '7', '5']","['3', '1', '4', '9']",[None],['8']
145,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['6', '7', '5']","['3', '1', '4', '9']",['10'],['8']
148,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['6', '7', '5', '10']","['3', '1', '4', '9']",[None],['8']
148,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['7', '5', '10']","['3', '1', '4', '9']",['6'],['8']
151,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['7', '5', '10']","['3', '1', '4', '9', '6']",[None],['8']
151,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['5', '10']","['3', '1', '4', '9', '6']",['7'],['8']
153,7 finished CPU → ready queue,cpu_to_ready,7,CPU0,"['5', '10', '7']","['3', '1', '4', '9', '6']",[None],['8']
153,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['10', '7']","['3', '1', '4', '9', '6']",['5'],['8']
156,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['10', '7', '5']","['3', '1', '4', '9', '6']",[None],['8']
156,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['7', '5']","['3', '1', '4', '9', '6']",['10'],['8']
159,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['7', '5', '10']","['3', '1', '4', '9', '6']",[None],['8']
159,8 finished I/O → ready queue,io_to_ready,8,IO0,"['7', '5', '10', '8']","['3', '1', '4', '9', '6']",[None],[None]
159,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['5', '10', '8']","['3', '1', '4', '9', '6']",['7'],[None]
159,3 dispatched to IO0,dispatch_io,3,IO0,"['5', '10', '8']","['1', '4', '9', '6']",['7'],['3']
160,3 finished I/O → ready queue,io_to_ready,3,IO0,"['5', '10', '8', '3']","['1', '4', '9', '6']",['7'],[None]
160,1 dispatched to IO0,dispatch_io,1,IO0,"['5', '10', '8', '3']","['4', '9', '6']",['7'],['1']
162,7 preempted (RR quantum expired),preempt_cpu,7,CPU0,"['5', '10', '8', '3', '7']","['4', '9', '6']",[None],['1']
162,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['10', '8', '3', '7']","['4', '9', '6']",['5'],['1']
165,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['10', '8', '3', '7', '5']","['4', '9', '6']",[None],['1']
165,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['8', '3', '7', '5']","['4', '9', '6']",['10'],['1']
168,10 finished CPU → wait queue,cpu_to_io,10,CPU0,"['8', '3', '7', '5']","['4', '9', '6', '10']",[None],['1']
168,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['3', '7', '5']","['4', '9', '6', '10']",['8'],['1']
171,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,"['3', '7', '5', '8']","['4', '9', '6', '10']",[None],['1']
171,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['7', '5', '8']","['4', '9', '6', '10']",['3'],['1']
173,3 finished all bursts,finished,3,CPU0,"['7', '5', '8']","['4', '9', '6', '10']",[None],['1']
173,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['5', '8']","['4', '9', '6', '10']",['7'],['1']
175,7 finished CPU → ready queue,cpu_to_ready,7,CPU0,"['5', '8', '7']","['4', '9', '6', '10']",[None],['1']
175,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['8', '7']","['4', '9', '6', '10']",['5'],['1']
176,1 finished I/O → ready queue,io_to_ready,1,IO0,"['8', '7', '1']","['4', '9', '6', '10']",['5'],[None]
176,4 dispatched to IO0,dispatch_io,4,IO0,"['8', '7', '1']","['9', '6', '10']",['5'],['4']
178,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['8', '7', '1', '5']","['9', '6', '10']",[None],['4']
178,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['7', '1', '5']","['9', '6', '10']",['8'],['4']
181,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,"['7', '1', '5', '8']","['9', '6', '10']",[None],['4']
181,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['1', '5', '8']","['9', '6', '10']",['7'],['4']
184,7 preempted (RR quantum expired),preempt_cpu,7,CPU0,"['1', '5', '8', '7']","['9', '6', '10']",[None],['4']
184,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '8', '7']","['9', '6', '10']",['1'],['4']
187,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,"['5', '8', '7', '1']","['9', '6', '10']",[None],['4']
187,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['8', '7', '1']","['9', '6', '10']",['5'],['4']
190,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['8', '7', '1', '5']","['9', '6', '10']",[None],['4']
190,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['7', '1', '5']","['9', '6', '10']",['8'],['4']
192,4 finished I/O → ready queue,io_to_ready,4,IO0,"['7', '1', '5', '4']","['9', '6', '10']",['8'],[None]
192,9 dispatched to IO0,dispatch_io,9,IO0,"['7', '1', '5', '4']","['6', '10']",['8'],['9']
193,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,"['7', '1', '5', '4', '8']","['6', '10']",[None],['9']
193,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['1', '5', '4', '8']","['6', '10']",['7'],['9']
196,7 preempted (RR quantum expired),preempt_cpu,7,CPU0,"['1', '5', '4', '8', '7']","['6', '10']",[None],['9']
196,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '4', '8', '7']","['6', '10']",['1'],['9']
199,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['5', '4', '8', '7', '1']","['6', '10']",[None],['9']
199,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['4', '8', '7', '1']","['6', '10']",['5'],['9']
202,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['4', '8', '7', '1', '5']","['6', '10']",[None],['9']
202,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['8', '7', '1', '5']","['6', '10']",['4'],['9']
205,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,"['8', '7', '1', '5', '4']","['6', '10']",[None],['9']
205,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['7', '1', '5', '4']","['6', '10']",['8'],['9']
206,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['7', '1', '5', '4']","['6', '10', '8']",[None],['9']
206,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['1', '5', '4']","['6', '10', '8']",['7'],['9']
209,7 finished all bursts,finished,7,CPU0,"['1', '5', '4']","['6', '10', '8']",[None],['9']
209,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '4']","['6', '10', '8']",['1'],['9']
210,9 finished I/O → ready queue,io_to_ready,9,IO0,"['5', '4', '9']","['6', '10', '8']",['1'],[None]
210,6 dispatched to IO0,dispatch_io,6,IO0,"['5', '4', '9']","['10', '8']",['1'],['6']
212,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,"['5', '4', '9', '1']","['10', '8']",[None],['6']
212,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['4', '9', '1']","['10', '8']",['5'],['6']
215,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,"['4', '9', '1', '5']","['10', '8']",[None],['6']
215,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['9', '1', '5']","['10', '8']",['4'],['6']
218,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,"['9', '1', '5', '4']","['10', '8']",[None],['6']
218,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['1', '5', '4']","['10', '8']",['9'],['6']
221,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,"['1', '5', '4', '9']","['10', '8']",[None],['6']
221,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['5', '4', '9']","['10', '8']",['1'],['6']
222,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['5', '4', '9']","['10', '8', '1']",[None],['6']
222,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['4', '9']","['10', '8', '1']",['5'],['6']
223,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['4', '9']","['10', '8', '1', '5']",[None],['6']
223,4 dispatched to CPU0,dispatch_cpu,4,CPU0,['9'],"['10', '8', '1', '5']",['4'],['6']
224,4 finished CPU → wait queue,cpu_to_io,4,CPU0,['9'],"['10', '8', '1', '5', '4']",[None],['6']
224,6 finished I/O → ready queue,io_to_ready,6,IO0,"['9', '6']","['10', '8', '1', '5', '4']",[None],[None]
224,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['6'],"['10', '8', '1', '5', '4']",['9'],[None]
224,10 dispatched to IO0,dispatch_io,10,IO0,['6'],"['8', '1', '5', '4']",['9'],['10']
227,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,"['6', '9']","['8', '1', '5', '4']",[None],['10']
227,6 dispatched to CPU0,dispatch_cpu,6,CPU0,['9'],"['8', '1', '5', '4']",['6'],['10']
230,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['9', '6']","['8', '1', '5', '4']",[None],['10']
230,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['6'],"['8', '1', '5', '4']",['9'],['10']
231,9 finished CPU → wait queue,cpu_to_io,9,CPU0,['6'],"['8', '1', '5', '4', '9']",[None],['10']
231,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '1', '5', '4', '9']",['6'],['10']
232,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['8', '1', '5', '4', '9']",[None],['10']
232,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '1', '5', '4', '9']",['6'],['10']
235,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['8', '1', '5', '4', '9']",[None],['10']
235,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '1', '5', '4', '9']",['6'],['10']
237,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['8', '1', '5', '4', '9', '6']",[None],['10']
242,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],"['8', '1', '5', '4', '9', '6']",[None],[None]
242,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['8', '1', '5', '4', '9', '6']",['10'],[None]
242,8 dispatched to IO0,dispatch_io,8,IO0,[],"['1', '5', '4', '9', '6']",['10'],['8']
245,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['1', '5', '4', '9', '6']",[None],['8']
245,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '4', '9', '6']",['10'],['8']
248,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['1', '5', '4', '9', '6']",[None],['8']
248,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '4', '9', '6']",['10'],['8']
251,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['1', '5', '4', '9', '6']",[None],['8']
251,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '4', '9', '6']",['10'],['8']
254,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['1', '5', '4', '9', '6']",[None],['8']
254,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '4', '9', '6']",['10'],['8']
256,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['1', '5', '4', '9', '6']",['10'],[None]
256,1 dispatched to IO0,dispatch_io,1,IO0,['8'],"['5', '4', '9', '6']",['10'],['1']
257,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['8', '10']","['5', '4', '9', '6']",[None],['1']
257,8 dispatched to CPU0,dispatch_cpu,8,CPU0,['10'],"['5', '4', '9', '6']",['8'],['1']
260,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,"['10', '8']","['5', '4', '9', '6']",[None],['1']
260,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['8'],"['5', '4', '9', '6']",['10'],['1']
263,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['8', '10']","['5', '4', '9', '6']",[None],['1']
263,8 dispatched to CPU0,dispatch_cpu,8,CPU0,['10'],"['5', '4', '9', '6']",['8'],['1']
266,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,"['10', '8']","['5', '4', '9', '6']",[None],['1']
266,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['8'],"['5', '4', '9', '6']",['10'],['1']
269,10 finished CPU → wait queue,cpu_to_io,10,CPU0,['8'],"['5', '4', '9', '6', '10']",[None],['1']
269,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['5', '4', '9', '6', '10']",['8'],['1']
271,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],"['5', '4', '9', '6', '10', '8']",[None],['1']
272,1 finished I/O → ready queue,io_to_ready,1,IO0,['1'],"['5', '4', '9', '6', '10', '8']",[None],[None]
272,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['5', '4', '9', '6', '10', '8']",['1'],[None]
272,5 dispatched to IO0,dispatch_io,5,IO0,[],"['4', '9', '6', '10', '8']",['1'],['5']
275,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '6', '10', '8']",[None],['5']
275,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '10', '8']",['1'],['5']
277,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,['1'],"['4', '9', '6', '10', '8']",[None],['5']
277,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '10', '8']",['1'],['5']
280,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '6', '10', '8']",[None],['5']
280,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '10', '8']",['1'],['5']
283,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '6', '10', '8']",[None],['5']
283,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '10', '8']",['1'],['5']
286,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '6', '10', '8']",[None],['5']
286,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '10', '8']",['1'],['5']
289,1 finished CPU → wait queue,cpu_to_io,1,CPU0,[],"['4', '9', '6', '10', '8', '1']",[None],['5']
292,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['4', '9', '6', '10', '8', '1']",[None],[None]
292,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['4', '9', '6', '10', '8', '1']",['5'],[None]
