time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
292,4 dispatched to IO0,dispatch_io,4,IO0,[],"['9', '6', '10', '8', '1']",['5'],['4']
295,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '6', '10', '8', '1']",[None],['4']
295,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '6', '10', '8', '1']",['5'],['4']
298,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '6', '10', '8', '1']",[None],['4']
298,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '6', '10', '8', '1']",['5'],['4']
300,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,['5'],"['9', '6', '10', '8', '1']",[None],['4']
300,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '6', '10', '8', '1']",['5'],['4']
303,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '6', '10', '8', '1']",[None],['4']
303,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '6', '10', '8', '1']",['5'],['4']
306,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '6', '10', '8', '1']",[None],['4']
306,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '6', '10', '8', '1']",['5'],['4']
308,5 finished CPU → wait queue,cpu_to_io,5,CPU0,[],"['9', '6', '10', '8', '1', '5']",[None],['4']
308,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],"['9', '6', '10', '8', '1', '5']",[None],[None]
308,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['9', '6', '10', '8', '1', '5']",['4'],[None]
308,9 dispatched to IO0,dispatch_io,9,IO0,[],"['6', '10', '8', '1', '5']",['4'],['9']
311,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,['4'],"['6', '10', '8', '1', '5']",[None],['9']
311,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '10', '8', '1', '5']",['4'],['9']
314,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,['4'],"['6', '10', '8', '1', '5']",[None],['9']
314,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '10', '8', '1', '5']",['4'],['9']
315,4 finished CPU → wait queue,cpu_to_io,4,CPU0,[],"['6', '10', '8', '1', '5', '4']",[None],['9']
326,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['6', '10', '8', '1', '5', '4']",[None],[None]
326,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['6', '10', '8', '1', '5', '4']",['9'],[None]
326,6 dispatched to IO0,dispatch_io,6,IO0,[],"['10', '8', '1', '5', '4']",['9'],['6']
329,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,['9'],"['10', '8', '1', '5', '4']",[None],['6']
329,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['10', '8', '1', '5', '4']",['9'],['6']
331,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],"['10', '8', '1', '5', '4']",[None],['6']
331,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['10', '8', '1', '5', '4']",['9'],['6']
334,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,['9'],"['10', '8', '1', '5', '4']",[None],['6']
334,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['10', '8', '1', '5', '4']",['9'],['6']
337,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['10', '8', '1', '5', '4', '9']",[None],['6']
338,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['10', '8', '1', '5', '4', '9']",[None],[None]
338,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['10', '8', '1', '5', '4', '9']",['6'],[None]
338,10 dispatched to IO0,dispatch_io,10,IO0,[],"['8', '1', '5', '4', '9']",['6'],['10']
341,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['8', '1', '5', '4', '9']",[None],['10']
341,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '1', '5', '4', '9']",['6'],['10']
344,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['8', '1', '5', '4', '9']",[None],['10']
344,10 finished I/O → ready queue,io_to_ready,10,IO0,"['6', '10']","['8', '1', '5', '4', '9']",[None],[None]
344,6 dispatched to CPU0,dispatch_cpu,6,CPU0,['10'],"['8', '1', '5', '4', '9']",['6'],[None]
344,8 dispatched to IO0,dispatch_io,8,IO0,['10'],"['1', '5', '4', '9']",['6'],['8']
347,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['10', '6']","['1', '5', '4', '9']",[None],['8']
347,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['6'],"['1', '5', '4', '9']",['10'],['8']
350,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['6', '10']","['1', '5', '4', '9']",[None],['8']
350,6 dispatched to CPU0,dispatch_cpu,6,CPU0,['10'],"['1', '5', '4', '9']",['6'],['8']
353,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['10', '6']","['1', '5', '4', '9']",[None],['8']
353,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['6'],"['1', '5', '4', '9']",['10'],['8']
356,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['6', '10']","['1', '5', '4', '9']",[None],['8']
356,6 dispatched to CPU0,dispatch_cpu,6,CPU0,['10'],"['1', '5', '4', '9']",['6'],['8']
359,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,"['10', '6']","['1', '5', '4', '9']",[None],['8']
359,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['6'],"['1', '5', '4', '9']",['10'],['8']
360,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['6', '10']","['1', '5', '4', '9']",[None],['8']
360,6 dispatched to CPU0,dispatch_cpu,6,CPU0,['10'],"['1', '5', '4', '9']",['6'],['8']
362,6 finished CPU → wait queue,cpu_to_io,6,CPU0,['10'],"['1', '5', '4', '9', '6']",[None],['8']
362,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '4', '9', '6']",['10'],['8']
363,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['1', '5', '4', '9', '6']",['10'],[None]
363,1 dispatched to IO0,dispatch_io,1,IO0,['8'],"['5', '4', '9', '6']",['10'],['1']
365,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,"['8', '10']","['5', '4', '9', '6']",[None],['1']
365,8 dispatched to CPU0,dispatch_cpu,8,CPU0,['10'],"['5', '4', '9', '6']",['8'],['1']
368,8 finished CPU → wait queue,cpu_to_io,8,CPU0,['10'],"['5', '4', '9', '6', '8']",[None],['1']
368,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['5', '4', '9', '6', '8']",['10'],['1']
371,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['5', '4', '9', '6', '8']",[None],['1']
371,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['5', '4', '9', '6', '8']",['10'],['1']
374,10 preempted (RR quantum expired),preempt_cpu,10,CPU0,['10'],"['5', '4', '9', '6', '8']",[None],['1']
374,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['5', '4', '9', '6', '8']",['10'],['1']
376,10 finished all bursts,finished,10,CPU0,[],"['5', '4', '9', '6', '8']",[None],['1']
379,1 finished I/O → ready queue,io_to_ready,1,IO0,['1'],"['5', '4', '9', '6', '8']",[None],[None]
379,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['5', '4', '9', '6', '8']",['1'],[None]
379,5 dispatched to IO0,dispatch_io,5,IO0,[],"['4', '9', '6', '8']",['1'],['5']
381,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,['1'],"['4', '9', '6', '8']",[None],['5']
381,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '6', '8']",['1'],['5']
382,1 finished CPU → wait queue,cpu_to_io,1,CPU0,[],"['4', '9', '6', '8', '1']",[None],['5']
401,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['4', '9', '6', '8', '1']",[None],[None]
401,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['4', '9', '6', '8', '1']",['5'],[None]
401,4 dispatched to IO0,dispatch_io,4,IO0,[],"['9', '6', '8', '1']",['5'],['4']
404,5 finished CPU → wait queue,cpu_to_io,5,CPU0,[],"['9', '6', '8', '1', '5']",[None],['4']
412,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],"['9', '6', '8', '1', '5']",[None],[None]
412,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['9', '6', '8', '1', '5']",['4'],[None]
412,9 dispatched to IO0,dispatch_io,9,IO0,[],"['6', '8', '1', '5']",['4'],['9']
415,4 finished CPU → ready queue,cpu_to_ready,4,CPU0,['4'],"['6', '8', '1', '5']",[None],['9']
415,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '8', '1', '5']",['4'],['9']
418,4 finished CPU → ready queue,cpu_to_ready,4,CPU0,['4'],"['6', '8', '1', '5']",[None],['9']
418,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '8', '1', '5']",['4'],['9']
421,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,['4'],"['6', '8', '1', '5']",[None],['9']
421,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '8', '1', '5']",['4'],['9']
422,4 finished CPU → wait queue,cpu_to_io,4,CPU0,[],"['6', '8', '1', '5', '4']",[None],['9']
428,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['6', '8', '1', '5', '4']",[None],[None]
428,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['6', '8', '1', '5', '4']",['9'],[None]
428,6 dispatched to IO0,dispatch_io,6,IO0,[],"['8', '1', '5', '4']",['9'],['6']
431,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,['9'],"['8', '1', '5', '4']",[None],['6']
431,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['8', '1', '5', '4']",['9'],['6']
433,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['8', '1', '5', '4', '9']",[None],['6']
442,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['8', '1', '5', '4', '9']",[None],[None]
442,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '1', '5', '4', '9']",['6'],[None]
442,8 dispatched to IO0,dispatch_io,8,IO0,[],"['1', '5', '4', '9']",['6'],['8']
445,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
445,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
448,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
448,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
450,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
450,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
453,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
453,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
456,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
456,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
458,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
458,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
461,6 preempted (RR quantum expired),preempt_cpu,6,CPU0,['6'],"['1', '5', '4', '9']",[None],['8']
461,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '4', '9']",['6'],['8']
463,6 finished all bursts,finished,6,CPU0,[],"['1', '5', '4', '9']",[None],['8']
465,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['1', '5', '4', '9']",[None],[None]
465,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['1', '5', '4', '9']",['8'],[None]
465,1 dispatched to IO0,dispatch_io,1,IO0,[],"['5', '4', '9']",['8'],['1']
468,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],"['5', '4', '9']",[None],['1']
468,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['5', '4', '9']",['8'],['1']
471,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],"['5', '4', '9']",[None],['1']
471,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['5', '4', '9']",['8'],['1']
474,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],"['5', '4', '9']",[None],['1']
474,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['5', '4', '9']",['8'],['1']
477,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],"['5', '4', '9', '8']",[None],['1']
477,1 finished I/O → ready queue,io_to_ready,1,IO0,['1'],"['5', '4', '9', '8']",[None],[None]
477,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['5', '4', '9', '8']",['1'],[None]
477,5 dispatched to IO0,dispatch_io,5,IO0,[],"['4', '9', '8']",['1'],['5']
480,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '8']",[None],['5']
480,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '8']",['1'],['5']
483,1 preempted (RR quantum expired),preempt_cpu,1,CPU0,['1'],"['4', '9', '8']",[None],['5']
483,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['4', '9', '8']",['1'],['5']
485,1 finished all bursts,finished,1,CPU0,[],"['4', '9', '8']",[None],['5']
497,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['4', '9', '8']",[None],[None]
497,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['4', '9', '8']",['5'],[None]
497,4 dispatched to IO0,dispatch_io,4,IO0,[],"['9', '8']",['5'],['4']
500,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '8']",[None],['4']
500,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '8']",['5'],['4']
503,5 preempted (RR quantum expired),preempt_cpu,5,CPU0,['5'],"['9', '8']",[None],['4']
503,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['9', '8']",['5'],['4']
506,5 finished all bursts,finished,5,CPU0,[],"['9', '8']",[None],['4']
514,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],"['9', '8']",[None],[None]
514,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['9', '8']",['4'],[None]
514,9 dispatched to IO0,dispatch_io,9,IO0,[],['8'],['4'],['9']
517,4 finished CPU → wait queue,cpu_to_io,4,CPU0,[],"['8', '4']",[None],['9']
530,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['8', '4']",[None],[None]
530,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['8', '4']",['9'],[None]
530,8 dispatched to IO0,dispatch_io,8,IO0,[],['4'],['9'],['8']
533,9 preempted (RR quantum expired),preempt_cpu,9,CPU0,['9'],['4'],[None],['8']
533,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],['4'],['9'],['8']
535,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],['4'],[None],['8']
535,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],['4'],['9'],['8']
536,9 finished all bursts,finished,9,CPU0,[],['4'],[None],['8']
546,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],['4'],[None],[None]
546,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],['4'],['8'],[None]
546,4 dispatched to IO0,dispatch_io,4,IO0,[],[],['8'],['4']
549,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],['4']
549,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],['4']
552,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],['4']
552,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],['4']
555,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],['8'],[None],['4']
561,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],['8'],[None],[None]
561,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],['8'],['4'],[None]
561,8 dispatched to IO0,dispatch_io,8,IO0,[],[],['4'],['8']
564,4 preempted (RR quantum expired),preempt_cpu,4,CPU0,['4'],[],[None],['8']
564,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],[],['4'],['8']
567,4 finished all bursts,finished,4,CPU0,[],[],[None],['8']
589,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],[],[None],[None]
589,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
592,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],[None]
592,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
595,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],['8'],[None],[None]
595,8 dispatched to IO0,dispatch_io,8,IO0,[],[],[None],['8']
609,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],[],[None],[None]
609,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
612,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],[None]
612,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
615,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],[None]
615,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
617,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,['8'],[],[None],[None]
617,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
620,8 preempted (RR quantum expired),preempt_cpu,8,CPU0,['8'],[],[None],[None]
620,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],[],['8'],[None]
621,8 finished all bursts,finished,8,CPU0,[],[],[None],[None]
