time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
36,3 finished CPU → ready queue,cpu_to_ready,3,CPU0,['3'],[],"[None, '7']","['4', None]"
36,3 dispatched to CPU0,dispatch_cpu,3,CPU0,[],[],"['3', '7']","['4', None]"
39,7 finished CPU → wait queue,cpu_to_io,7,CPU1,[],['7'],"['3', None]","['4', None]"
39,7 dispatched to IO1,dispatch_io,7,IO1,[],[],"['3', None]","['4', '7']"
40,3 finished CPU → wait queue,cpu_to_io,3,CPU0,[],['3'],"[None, None]","['4', '7']"
41,9 added to ready queue,enqueue,9,,['9'],['3'],"[None, None]","['4', '7']"
41,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],['3'],"['9', None]","['4', '7']"
47,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['3', '9']","[None, None]","['4', '7']"
47,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],"['3', '9']","[None, None]","[None, '7']"
47,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['3', '9']","['4', None]","[None, '7']"
47,3 dispatched to IO0,dispatch_io,3,IO0,[],['9'],"['4', None]","['3', '7']"
51,8 added to ready queue,enqueue,8,,['8'],['9'],"['4', None]","['3', '7']"
51,8 dispatched to CPU1,dispatch_cpu,8,CPU1,[],['9'],"['4', '8']","['3', '7']"
54,4 finished CPU → wait queue,cpu_to_io,4,CPU0,[],"['9', '4']","[None, '8']","['3', '7']"
58,8 finished CPU → ready queue,cpu_to_ready,8,CPU1,['8'],"['9', '4']","[None, None]","['3', '7']"
58,7 finished I/O → ready queue,io_to_ready,7,IO1,"['8', '7']","['9', '4']","[None, None]","['3', None]"
58,8 dispatched to CPU0,dispatch_cpu,8,CPU0,['7'],"['9', '4']","['8', None]","['3', None]"
58,7 dispatched to CPU1,dispatch_cpu,7,CPU1,[],"['9', '4']","['8', '7']","['3', None]"
58,9 dispatched to IO1,dispatch_io,9,IO1,[],['4'],"['8', '7']","['3', '9']"
61,3 finished I/O → ready queue,io_to_ready,3,IO0,['3'],['4'],"['8', '7']","[None, '9']"
61,4 dispatched to IO0,dispatch_io,4,IO0,['3'],[],"['8', '7']","['4', '9']"
63,6 added to ready queue,enqueue,6,,"['3', '6']",[],"['8', '7']","['4', '9']"
63,7 finished CPU → wait queue,cpu_to_io,7,CPU1,"['3', '6']",['7'],"['8', None]","['4', '9']"
63,3 dispatched to CPU1,dispatch_cpu,3,CPU1,['6'],['7'],"['8', '3']","['4', '9']"
65,8 finished CPU → wait queue,cpu_to_io,8,CPU0,['6'],"['7', '8']","[None, '3']","['4', '9']"
65,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['7', '8']","['6', '3']","['4', '9']"
69,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['7', '8', '6']","[None, '3']","['4', '9']"
71,3 finished CPU → ready queue,cpu_to_ready,3,CPU1,['3'],"['7', '8', '6']","[None, None]","['4', '9']"
71,9 finished I/O → ready queue,io_to_ready,9,IO1,"['3', '9']","['7', '8', '6']","[None, None]","['4', None]"
71,3 dispatched to CPU0,dispatch_cpu,3,CPU0,['9'],"['7', '8', '6']","['3', None]","['4', None]"
71,9 dispatched to CPU1,dispatch_cpu,9,CPU1,[],"['7', '8', '6']","['3', '9']","['4', None]"
71,7 dispatched to IO1,dispatch_io,7,IO1,[],"['8', '6']","['3', '9']","['4', '7']"
72,1 added to ready queue,enqueue,1,,['1'],"['8', '6']","['3', '9']","['4', '7']"
74,3 finished all bursts,finished,3,CPU0,['1'],"['8', '6']","[None, '9']","['4', '7']"
74,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['8', '6']","['1', '9']","['4', '7']"
75,5 added to ready queue,enqueue,5,,['5'],"['8', '6']","['1', '9']","['4', '7']"
77,10 added to ready queue,enqueue,10,,"['5', '10']","['8', '6']","['1', '9']","['4', '7']"
79,9 finished CPU → wait queue,cpu_to_io,9,CPU1,"['5', '10']","['8', '6', '9']","['1', None]","['4', '7']"
79,5 dispatched to CPU1,dispatch_cpu,5,CPU1,['10'],"['8', '6', '9']","['1', '5']","['4', '7']"
80,4 finished I/O → ready queue,io_to_ready,4,IO0,"['10', '4']","['8', '6', '9']","['1', '5']","[None, '7']"
80,8 dispatched to IO0,dispatch_io,8,IO0,"['10', '4']","['6', '9']","['1', '5']","['8', '7']"
84,1 finished CPU → wait queue,cpu_to_io,1,CPU0,"['10', '4']","['6', '9', '1']","[None, '5']","['8', '7']"
84,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['4'],"['6', '9', '1']","['10', '5']","['8', '7']"
87,5 finished CPU → wait queue,cpu_to_io,5,CPU1,['4'],"['6', '9', '1', '5']","['10', None]","['8', '7']"
87,7 finished I/O → ready queue,io_to_ready,7,IO1,"['4', '7']","['6', '9', '1', '5']","['10', None]","['8', None]"
87,4 dispatched to CPU1,dispatch_cpu,4,CPU1,['7'],"['6', '9', '1', '5']","['10', '4']","['8', None]"
87,6 dispatched to IO1,dispatch_io,6,IO1,['7'],"['9', '1', '5']","['10', '4']","['8', '6']"
89,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['7', '10']","['9', '1', '5']","[None, '4']","['8', '6']"
89,7 dispatched to CPU0,dispatch_cpu,7,CPU0,['10'],"['9', '1', '5']","['7', '4']","['8', '6']"
92,4 finished CPU → ready queue,cpu_to_ready,4,CPU1,"['10', '4']","['9', '1', '5']","['7', None]","['8', '6']"
92,10 dispatched to CPU1,dispatch_cpu,10,CPU1,['4'],"['9', '1', '5']","['7', '10']","['8', '6']"
94,8 finished I/O → ready queue,io_to_ready,8,IO0,"['4', '8']","['9', '1', '5']","['7', '10']","[None, '6']"
94,9 dispatched to IO0,dispatch_io,9,IO0,"['4', '8']","['1', '5']","['7', '10']","['9', '6']"
95,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['4', '8']","['1', '5', '7']","[None, '10']","['9', '6']"
95,4 dispatched to CPU0,dispatch_cpu,4,CPU0,['8'],"['1', '5', '7']","['4', '10']","['9', '6']"
99,10 finished CPU → wait queue,cpu_to_io,10,CPU1,['8'],"['1', '5', '7', '10']","['4', None]","['9', '6']"
99,8 dispatched to CPU1,dispatch_cpu,8,CPU1,[],"['1', '5', '7', '10']","['4', '8']","['9', '6']"
100,4 finished all bursts,finished,4,CPU0,[],"['1', '5', '7', '10']","[None, '8']","['9', '6']"
102,6 finished I/O → ready queue,io_to_ready,6,IO1,['6'],"['1', '5', '7', '10']","[None, '8']","['9', None]"
102,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['1', '5', '7', '10']","['6', '8']","['9', None]"
102,1 dispatched to IO1,dispatch_io,1,IO1,[],"['5', '7', '10']","['6', '8']","['9', '1']"
104,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['5', '7', '10', '6']","[None, '8']","['9', '1']"
107,8 finished CPU → wait queue,cpu_to_io,8,CPU1,[],"['5', '7', '10', '6', '8']","[None, None]","['9', '1']"
110,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['5', '7', '10', '6', '8']","[None, None]","[None, '1']"
110,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['5', '7', '10', '6', '8']","['9', None]","[None, '1']"
110,5 dispatched to IO0,dispatch_io,5,IO0,[],"['7', '10', '6', '8']","['9', None]","['5', '1']"
116,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['7', '10', '6', '8', '9']","[None, None]","['5', '1']"
117,1 finished I/O → ready queue,io_to_ready,1,IO1,['1'],"['7', '10', '6', '8', '9']","[None, None]","['5', None]"
117,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['7', '10', '6', '8', '9']","['1', None]","['5', None]"
117,7 dispatched to IO1,dispatch_io,7,IO1,[],"['10', '6', '8', '9']","['1', None]","['5', '7']"
122,1 finished CPU → ready queue,cpu_to_ready,1,CPU0,['1'],"['10', '6', '8', '9']","[None, None]","['5', '7']"
122,1 dispatched to CPU0,dispatch_cpu,1,CPU0,[],"['10', '6', '8', '9']","['1', None]","['5', '7']"
127,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['10', '6', '8', '9']","['1', None]","[None, '7']"
127,5 dispatched to CPU1,dispatch_cpu,5,CPU1,[],"['10', '6', '8', '9']","['1', '5']","[None, '7']"
127,10 dispatched to IO0,dispatch_io,10,IO0,[],"['6', '8', '9']","['1', '5']","['10', '7']"
129,7 finished I/O → ready queue,io_to_ready,7,IO1,['7'],"['6', '8', '9']","['1', '5']","['10', None]"
129,6 dispatched to IO1,dispatch_io,6,IO1,['7'],"['8', '9']","['1', '5']","['10', '6']"
130,1 finished CPU → wait queue,cpu_to_io,1,CPU0,['7'],"['8', '9', '1']","[None, '5']","['10', '6']"
130,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['8', '9', '1']","['7', '5']","['10', '6']"
133,5 finished CPU → wait queue,cpu_to_io,5,CPU1,[],"['8', '9', '1', '5']","['7', None]","['10', '6']"
136,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],"['8', '9', '1', '5', '7']","[None, None]","['10', '6']"
141,6 finished I/O → ready queue,io_to_ready,6,IO1,['6'],"['8', '9', '1', '5', '7']","[None, None]","['10', None]"
141,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '9', '1', '5', '7']","['6', None]","['10', None]"
141,8 dispatched to IO1,dispatch_io,8,IO1,[],"['9', '1', '5', '7']","['6', None]","['10', '8']"
144,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],"['9', '1', '5', '7']","['6', None]","[None, '8']"
144,10 dispatched to CPU1,dispatch_cpu,10,CPU1,[],"['9', '1', '5', '7']","['6', '10']","[None, '8']"
144,9 dispatched to IO0,dispatch_io,9,IO0,[],"['1', '5', '7']","['6', '10']","['9', '8']"
148,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['1', '5', '7', '6']","[None, '10']","['9', '8']"
150,10 finished CPU → ready queue,cpu_to_ready,10,CPU1,['10'],"['1', '5', '7', '6']","[None, None]","['9', '8']"
150,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '7', '6']","['10', None]","['9', '8']"
155,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,['10'],"['1', '5', '7', '6']","[None, None]","['9', '8']"
155,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '5', '7', '6']","['10', None]","['9', '8']"
160,8 finished I/O → ready queue,io_to_ready,8,IO1,['8'],"['1', '5', '7', '6']","['10', None]","['9', None]"
160,8 dispatched to CPU1,dispatch_cpu,8,CPU1,[],"['1', '5', '7', '6']","['10', '8']","['9', None]"
160,1 dispatched to IO1,dispatch_io,1,IO1,[],"['5', '7', '6']","['10', '8']","['9', '1']"
162,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,['10'],"['5', '7', '6']","[None, '8']","['9', '1']"
162,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['5', '7', '6']","['10', '8']","['9', '1']"
169,8 finished CPU → wait queue,cpu_to_io,8,CPU1,[],"['5', '7', '6', '8']","['10', None]","['9', '1']"
169,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['5', '7', '6', '8']","['10', None]","[None, '1']"
169,9 dispatched to CPU1,dispatch_cpu,9,CPU1,[],"['5', '7', '6', '8']","['10', '9']","[None, '1']"
169,5 dispatched to IO0,dispatch_io,5,IO0,[],"['7', '6', '8']","['10', '9']","['5', '1']"
170,9 finished CPU → ready queue,cpu_to_ready,9,CPU1,['9'],"['7', '6', '8']","['10', None]","['5', '1']"
170,9 dispatched to CPU1,dispatch_cpu,9,CPU1,[],"['7', '6', '8']","['10', '9']","['5', '1']"
171,10 finished CPU → wait queue,cpu_to_io,10,CPU0,[],"['7', '6', '8', '10']","[None, '9']","['5', '1']"
181,9 finished CPU → ready queue,cpu_to_ready,9,CPU1,['9'],"['7', '6', '8', '10']","[None, None]","['5', '1']"
181,1 finished I/O → ready queue,io_to_ready,1,IO1,"['9', '1']","['7', '6', '8', '10']","[None, None]","['5', None]"
181,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['1'],"['7', '6', '8', '10']","['9', None]","['5', None]"
181,1 dispatched to CPU1,dispatch_cpu,1,CPU1,[],"['7', '6', '8', '10']","['9', '1']","['5', None]"
181,7 dispatched to IO1,dispatch_io,7,IO1,[],"['6', '8', '10']","['9', '1']","['5', '7']"
184,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],"['6', '8', '10']","[None, '1']","['5', '7']"
184,5 finished I/O → ready queue,io_to_ready,5,IO0,"['9', '5']","['6', '8', '10']","[None, '1']","[None, '7']"
184,9 dispatched to CPU0,dispatch_cpu,9,CPU0,['5'],"['6', '8', '10']","['9', '1']","[None, '7']"
184,6 dispatched to IO0,dispatch_io,6,IO0,['5'],"['8', '10']","['9', '1']","['6', '7']"
188,1 finished CPU → ready queue,cpu_to_ready,1,CPU1,"['5', '1']","['8', '10']","['9', None]","['6', '7']"
188,5 dispatched to CPU1,dispatch_cpu,5,CPU1,['1'],"['8', '10']","['9', '5']","['6', '7']"
190,5 finished CPU → wait queue,cpu_to_io,5,CPU1,['1'],"['8', '10', '5']","['9', None]","['6', '7']"
190,1 dispatched to CPU1,dispatch_cpu,1,CPU1,[],"['8', '10', '5']","['9', '1']","['6', '7']"
193,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['8', '10', '5', '9']","[None, '1']","['6', '7']"
193,7 finished I/O → ready queue,io_to_ready,7,IO1,['7'],"['8', '10', '5', '9']","[None, '1']","['6', None]"
193,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['8', '10', '5', '9']","['7', '1']","['6', None]"
193,8 dispatched to IO1,dispatch_io,8,IO1,[],"['10', '5', '9']","['7', '1']","['6', '8']"
198,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],"['10', '5', '9', '7']","[None, '1']","['6', '8']"
198,1 finished CPU → wait queue,cpu_to_io,1,CPU1,[],"['10', '5', '9', '7', '1']","[None, None]","['6', '8']"
201,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['10', '5', '9', '7', '1']","[None, None]","[None, '8']"
201,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['10', '5', '9', '7', '1']","['6', None]","[None, '8']"
201,10 dispatched to IO0,dispatch_io,10,IO0,[],"['5', '9', '7', '1']","['6', None]","['10', '8']"
203,8 finished I/O → ready queue,io_to_ready,8,IO1,['8'],"['5', '9', '7', '1']","['6', None]","['10', None]"
203,8 dispatched to CPU1,dispatch_cpu,8,CPU1,[],"['5', '9', '7', '1']","['6', '8']","['10', None]"
203,5 dispatched to IO1,dispatch_io,5,IO1,[],"['9', '7', '1']","['6', '8']","['10', '5']"
205,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['9', '7', '1']","[None, '8']","['10', '5']"
205,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['9', '7', '1']","['6', '8']","['10', '5']"
210,8 finished CPU → wait queue,cpu_to_io,8,CPU1,[],"['9', '7', '1', '8']","['6', None]","['10', '5']"
212,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['9', '7', '1', '8']","[None, None]","['10', '5']"
212,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['9', '7', '1', '8']","['6', None]","['10', '5']"
216,5 finished I/O → ready queue,io_to_ready,5,IO1,['5'],"['9', '7', '1', '8']","['6', None]","['10', None]"
216,5 dispatched to CPU1,dispatch_cpu,5,CPU1,[],"['9', '7', '1', '8']","['6', '5']","['10', None]"
216,9 dispatched to IO1,dispatch_io,9,IO1,[],"['7', '1', '8']","['6', '5']","['10', '9']"
217,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],"['7', '1', '8']","['6', '5']","[None, '9']"
217,7 dispatched to IO0,dispatch_io,7,IO0,['10'],"['1', '8']","['6', '5']","['7', '9']"
218,6 finished CPU → wait queue,cpu_to_io,6,CPU0,['10'],"['1', '8', '6']","[None, '5']","['7', '9']"
218,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['1', '8', '6']","['10', '5']","['7', '9']"
222,5 finished all bursts,finished,5,CPU1,[],"['1', '8', '6']","['10', None]","['7', '9']"
225,10 finished CPU → wait queue,cpu_to_io,10,CPU0,[],"['1', '8', '6', '10']","[None, None]","['7', '9']"
228,9 finished I/O → ready queue,io_to_ready,9,IO1,['9'],"['1', '8', '6', '10']","[None, None]","['7', None]"
228,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['1', '8', '6', '10']","['9', None]","['7', None]"
228,1 dispatched to IO1,dispatch_io,1,IO1,[],"['8', '6', '10']","['9', None]","['7', '1']"
232,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['8', '6', '10', '9']","[None, None]","['7', '1']"
236,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['8', '6', '10', '9']","[None, None]","[None, '1']"
236,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['8', '6', '10', '9']","['7', None]","[None, '1']"
236,8 dispatched to IO0,dispatch_io,8,IO0,[],"['6', '10', '9']","['7', None]","['8', '1']"
243,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],"['6', '10', '9', '7']","[None, None]","['8', '1']"
248,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['6', '10', '9', '7']","[None, None]","[None, '1']"
248,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['6', '10', '9', '7']","['8', None]","[None, '1']"
248,6 dispatched to IO0,dispatch_io,6,IO0,[],"['10', '9', '7']","['8', None]","['6', '1']"
249,1 finished I/O → ready queue,io_to_ready,1,IO1,['1'],"['10', '9', '7']","['8', None]","['6', None]"
249,1 dispatched to CPU1,dispatch_cpu,1,CPU1,[],"['10', '9', '7']","['8', '1']","['6', None]"
249,10 dispatched to IO1,dispatch_io,10,IO1,[],"['9', '7']","['8', '1']","['6', '10']"
254,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],"['9', '7', '8']","[None, '1']","['6', '10']"
255,1 finished CPU → wait queue,cpu_to_io,1,CPU1,[],"['9', '7', '8', '1']","[None, None]","['6', '10']"
261,10 finished I/O → ready queue,io_to_ready,10,IO1,['10'],"['9', '7', '8', '1']","[None, None]","['6', None]"
261,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['9', '7', '8', '1']","['10', None]","['6', None]"
261,9 dispatched to IO1,dispatch_io,9,IO1,[],"['7', '8', '1']","['10', None]","['6', '9']"
265,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['7', '8', '1']","['10', None]","[None, '9']"
265,6 dispatched to CPU1,dispatch_cpu,6,CPU1,[],"['7', '8', '1']","['10', '6']","[None, '9']"
265,7 dispatched to IO0,dispatch_io,7,IO0,[],"['8', '1']","['10', '6']","['7', '9']"
269,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,['10'],"['8', '1']","[None, '6']","['7', '9']"
269,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['8', '1']","['10', '6']","['7', '9']"
271,6 finished CPU → wait queue,cpu_to_io,6,CPU1,[],"['8', '1', '6']","['10', None]","['7', '9']"
273,10 finished CPU → wait queue,cpu_to_io,10,CPU0,[],"['8', '1', '6', '10']","[None, None]","['7', '9']"
276,9 finished I/O → ready queue,io_to_ready,9,IO1,['9'],"['8', '1', '6', '10']","[None, None]","['7', None]"
276,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['8', '1', '6', '10']","['9', None]","['7', None]"
276,8 dispatched to IO1,dispatch_io,8,IO1,[],"['1', '6', '10']","['9', None]","['7', '8']"
278,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],"['1', '6', '10']","[None, None]","['7', '8']"
278,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['1', '6', '10']","['9', None]","['7', '8']"
288,9 finished CPU → wait queue,cpu_to_io,9,CPU0,[],"['1', '6', '10', '9']","[None, None]","['7', '8']"
289,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['1', '6', '10', '9']","[None, None]","[None, '8']"
289,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['1', '6', '10', '9']","['7', None]","[None, '8']"
289,1 dispatched to IO0,dispatch_io,1,IO0,[],"['6', '10', '9']","['7', None]","['1', '8']"
293,8 finished I/O → ready queue,io_to_ready,8,IO1,['8'],"['6', '10', '9']","['7', None]","['1', None]"
293,8 dispatched to CPU1,dispatch_cpu,8,CPU1,[],"['6', '10', '9']","['7', '8']","['1', None]"
293,6 dispatched to IO1,dispatch_io,6,IO1,[],"['10', '9']","['7', '8']","['1', '6']"
295,8 finished all bursts,finished,8,CPU1,[],"['10', '9']","['7', None]","['1', '6']"
298,7 finished CPU → ready queue,cpu_to_ready,7,CPU0,['7'],"['10', '9']","[None, None]","['1', '6']"
298,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],"['10', '9']","['7', None]","['1', '6']"
302,1 finished I/O → ready queue,io_to_ready,1,IO0,['1'],"['10', '9']","['7', None]","[None, '6']"
302,1 dispatched to CPU1,dispatch_cpu,1,CPU1,[],"['10', '9']","['7', '1']","[None, '6']"
302,10 dispatched to IO0,dispatch_io,10,IO0,[],['9'],"['7', '1']","['10', '6']"
309,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],"['9', '7']","[None, '1']","['10', '6']"
314,1 finished CPU → ready queue,cpu_to_ready,1,CPU1,['1'],"['9', '7']","[None, None]","['10', '6']"
314,10 finished I/O → ready queue,io_to_ready,10,IO0,"['1', '10']","['9', '7']","[None, None]","[None, '6']"
314,6 finished I/O → ready queue,io_to_ready,6,IO1,"['1', '10', '6']","['9', '7']","[None, None]","[None, None]"
314,1 dispatched to CPU0,dispatch_cpu,1,CPU0,"['10', '6']","['9', '7']","['1', None]","[None, None]"
314,10 dispatched to CPU1,dispatch_cpu,10,CPU1,['6'],"['9', '7']","['1', '10']","[None, None]"
314,9 dispatched to IO0,dispatch_io,9,IO0,['6'],['7'],"['1', '10']","['9', None]"
314,7 dispatched to IO1,dispatch_io,7,IO1,['6'],[],"['1', '10']","['9', '7']"
316,10 finished all bursts,finished,10,CPU1,['6'],[],"['1', None]","['9', '7']"
316,6 dispatched to CPU1,dispatch_cpu,6,CPU1,[],[],"['1', '6']","['9', '7']"
320,1 finished all bursts,finished,1,CPU0,[],[],"[None, '6']","['9', '7']"
324,6 finished CPU → ready queue,cpu_to_ready,6,CPU1,['6'],[],"[None, None]","['9', '7']"
324,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],[],"['6', None]","['9', '7']"
329,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],[],"[None, None]","['9', '7']"
329,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],[],"['6', None]","['9', '7']"
330,6 finished all bursts,finished,6,CPU0,[],[],"[None, None]","['9', '7']"
333,7 finished I/O → ready queue,io_to_ready,7,IO1,['7'],[],"[None, None]","['9', None]"
333,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],[],"['7', None]","['9', None]"
334,9 finished all bursts,finished,9,IO0,[],[],"['7', None]","[None, None]"
339,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],['7'],"[None, None]","[None, None]"
339,7 dispatched to IO0,dispatch_io,7,IO0,[],[],"[None, None]","['7', None]"
361,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],[],"[None, None]","[None, None]"
361,7 dispatched to CPU0,dispatch_cpu,7,CPU0,[],[],"['7', None]","[None, None]"
367,7 finished CPU → wait queue,cpu_to_io,7,CPU0,[],['7'],"[None, None]","[None, None]"
367,7 dispatched to IO0,dispatch_io,7,IO0,[],[],"[None, None]","['7', None]"
390,7 finished all bursts,finished,7,IO0,[],[],"[None, None]","[None, None]"
