time,event,event_type,process,device,ready_queue,wait_queue,cpus,ios
50,3 finished I/O → ready queue,io_to_ready,3,IO0,"['2', '5', '6', '3']",[],['4'],[None]
52,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['2', '5', '6', '3']",['4'],[None],[None]
52,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['5', '6', '3']",['4'],['2'],[None]
52,4 dispatched to IO0,dispatch_io,4,IO0,"['5', '6', '3']",[],['2'],['4']
55,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['5', '6', '3', '2']",[],[None],['4']
55,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['6', '3', '2']",[],['5'],['4']
57,7 added to ready queue,enqueue,7,,"['6', '3', '2', '7']",[],['5'],['4']
59,4 finished I/O → ready queue,io_to_ready,4,IO0,"['6', '3', '2', '7', '4']",[],['5'],[None]
66,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['6', '3', '2', '7', '4']",['5'],[None],[None]
66,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['3', '2', '7', '4']",['5'],['6'],[None]
66,5 dispatched to IO0,dispatch_io,5,IO0,"['3', '2', '7', '4']",[],['6'],['5']
71,8 added to ready queue,enqueue,8,,"['3', '2', '7', '4', '8']",[],['6'],['5']
71,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['3', '2', '7', '4', '8', '6']",[],[None],['5']
71,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['2', '7', '4', '8', '6']",[],['3'],['5']
75,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['2', '7', '4', '8', '6']",['3'],[None],['5']
75,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['7', '4', '8', '6']",['3'],['2'],['5']
79,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['7', '4', '8', '6', '2']",['3'],[None],['5']
79,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['4', '8', '6', '2']",['3'],['7'],['5']
83,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['4', '8', '6', '2']","['3', '7']",[None],['5']
83,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['8', '6', '2']","['3', '7']",['4'],['5']
84,5 finished I/O → ready queue,io_to_ready,5,IO0,"['8', '6', '2', '5']","['3', '7']",['4'],[None]
84,3 dispatched to IO0,dispatch_io,3,IO0,"['8', '6', '2', '5']",['7'],['4'],['3']
86,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['8', '6', '2', '5']","['7', '4']",[None],['3']
86,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['6', '2', '5']","['7', '4']",['8'],['3']
90,3 finished I/O → ready queue,io_to_ready,3,IO0,"['6', '2', '5', '3']","['7', '4']",['8'],[None]
90,7 dispatched to IO0,dispatch_io,7,IO0,"['6', '2', '5', '3']",['4'],['8'],['7']
93,7 finished I/O → ready queue,io_to_ready,7,IO0,"['6', '2', '5', '3', '7']",['4'],['8'],[None]
93,4 dispatched to IO0,dispatch_io,4,IO0,"['6', '2', '5', '3', '7']",[],['8'],['4']
96,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['6', '2', '5', '3', '7']",['8'],[None],['4']
96,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['2', '5', '3', '7']",['8'],['6'],['4']
98,4 finished I/O → ready queue,io_to_ready,4,IO0,"['2', '5', '3', '7', '4']",['8'],['6'],[None]
98,8 dispatched to IO0,dispatch_io,8,IO0,"['2', '5', '3', '7', '4']",[],['6'],['8']
102,9 added to ready queue,enqueue,9,,"['2', '5', '3', '7', '4', '9']",[],['6'],['8']
102,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,"['2', '5', '3', '7', '4', '9', '6']",[],[None],['8']
102,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['5', '3', '7', '4', '9', '6']",[],['2'],['8']
103,10 added to ready queue,enqueue,10,,"['5', '3', '7', '4', '9', '6', '10']",[],['2'],['8']
105,2 finished CPU → ready queue,cpu_to_ready,2,CPU0,"['5', '3', '7', '4', '9', '6', '10', '2']",[],[None],['8']
105,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['3', '7', '4', '9', '6', '10', '2']",[],['5'],['8']
115,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['3', '7', '4', '9', '6', '10', '2', '5']",[],[None],['8']
115,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['7', '4', '9', '6', '10', '2', '5']",[],['3'],['8']
118,3 finished CPU → wait queue,cpu_to_io,3,CPU0,"['7', '4', '9', '6', '10', '2', '5']",['3'],[None],['8']
118,8 finished I/O → ready queue,io_to_ready,8,IO0,"['7', '4', '9', '6', '10', '2', '5', '8']",['3'],[None],[None]
118,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['4', '9', '6', '10', '2', '5', '8']",['3'],['7'],[None]
118,3 dispatched to IO0,dispatch_io,3,IO0,"['4', '9', '6', '10', '2', '5', '8']",[],['7'],['3']
121,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['4', '9', '6', '10', '2', '5', '8']",['7'],[None],['3']
121,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['9', '6', '10', '2', '5', '8']",['7'],['4'],['3']
122,3 finished I/O → ready queue,io_to_ready,3,IO0,"['9', '6', '10', '2', '5', '8', '3']",['7'],['4'],[None]
122,7 dispatched to IO0,dispatch_io,7,IO0,"['9', '6', '10', '2', '5', '8', '3']",[],['4'],['7']
124,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['9', '6', '10', '2', '5', '8', '3']",['4'],[None],['7']
124,7 finished I/O → ready queue,io_to_ready,7,IO0,"['9', '6', '10', '2', '5', '8', '3', '7']",['4'],[None],[None]
124,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['6', '10', '2', '5', '8', '3', '7']",['4'],['9'],[None]
124,4 dispatched to IO0,dispatch_io,4,IO0,"['6', '10', '2', '5', '8', '3', '7']",[],['9'],['4']
131,4 finished I/O → ready queue,io_to_ready,4,IO0,"['6', '10', '2', '5', '8', '3', '7', '4']",[],['9'],[None]
133,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['6', '10', '2', '5', '8', '3', '7', '4']",['9'],[None],[None]
133,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['10', '2', '5', '8', '3', '7', '4']",['9'],['6'],[None]
133,9 dispatched to IO0,dispatch_io,9,IO0,"['10', '2', '5', '8', '3', '7', '4']",[],['6'],['9']
138,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['10', '2', '5', '8', '3', '7', '4']",['6'],[None],['9']
138,10 dispatched to CPU0,dispatch_cpu,10,CPU0,"['2', '5', '8', '3', '7', '4']",['6'],['10'],['9']
140,10 finished CPU → wait queue,cpu_to_io,10,CPU0,"['2', '5', '8', '3', '7', '4']","['6', '10']",[None],['9']
140,9 finished I/O → ready queue,io_to_ready,9,IO0,"['2', '5', '8', '3', '7', '4', '9']","['6', '10']",[None],[None]
140,2 dispatched to CPU0,dispatch_cpu,2,CPU0,"['5', '8', '3', '7', '4', '9']","['6', '10']",['2'],[None]
140,6 dispatched to IO0,dispatch_io,6,IO0,"['5', '8', '3', '7', '4', '9']",['10'],['2'],['6']
142,2 finished CPU → wait queue,cpu_to_io,2,CPU0,"['5', '8', '3', '7', '4', '9']","['10', '2']",[None],['6']
142,5 dispatched to CPU0,dispatch_cpu,5,CPU0,"['8', '3', '7', '4', '9']","['10', '2']",['5'],['6']
143,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,"['8', '3', '7', '4', '9', '5']","['10', '2']",[None],['6']
143,8 dispatched to CPU0,dispatch_cpu,8,CPU0,"['3', '7', '4', '9', '5']","['10', '2']",['8'],['6']
155,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['3', '7', '4', '9', '5']","['10', '2', '8']",[None],['6']
155,3 dispatched to CPU0,dispatch_cpu,3,CPU0,"['7', '4', '9', '5']","['10', '2', '8']",['3'],['6']
158,3 finished all bursts,finished,3,CPU0,"['7', '4', '9', '5']","['10', '2', '8']",[None],['6']
158,7 dispatched to CPU0,dispatch_cpu,7,CPU0,"['4', '9', '5']","['10', '2', '8']",['7'],['6']
161,7 finished CPU → wait queue,cpu_to_io,7,CPU0,"['4', '9', '5']","['10', '2', '8', '7']",[None],['6']
161,4 dispatched to CPU0,dispatch_cpu,4,CPU0,"['9', '5']","['10', '2', '8', '7']",['4'],['6']
164,6 finished I/O → ready queue,io_to_ready,6,IO0,"['9', '5', '6']","['10', '2', '8', '7']",['4'],[None]
164,10 dispatched to IO0,dispatch_io,10,IO0,"['9', '5', '6']","['2', '8', '7']",['4'],['10']
167,4 finished CPU → wait queue,cpu_to_io,4,CPU0,"['9', '5', '6']","['2', '8', '7', '4']",[None],['10']
167,9 dispatched to CPU0,dispatch_cpu,9,CPU0,"['5', '6']","['2', '8', '7', '4']",['9'],['10']
170,9 finished CPU → wait queue,cpu_to_io,9,CPU0,"['5', '6']","['2', '8', '7', '4', '9']",[None],['10']
170,5 dispatched to CPU0,dispatch_cpu,5,CPU0,['6'],"['2', '8', '7', '4', '9']",['5'],['10']
174,10 finished I/O → ready queue,io_to_ready,10,IO0,"['6', '10']","['2', '8', '7', '4', '9']",['5'],[None]
174,2 dispatched to IO0,dispatch_io,2,IO0,"['6', '10']","['8', '7', '4', '9']",['5'],['2']
177,2 finished I/O → ready queue,io_to_ready,2,IO0,"['6', '10', '2']","['8', '7', '4', '9']",['5'],[None]
177,8 dispatched to IO0,dispatch_io,8,IO0,"['6', '10', '2']","['7', '4', '9']",['5'],['8']
184,5 finished CPU → wait queue,cpu_to_io,5,CPU0,"['6', '10', '2']","['7', '4', '9', '5']",[None],['8']
184,6 dispatched to CPU0,dispatch_cpu,6,CPU0,"['10', '2']","['7', '4', '9', '5']",['6'],['8']
192,6 finished CPU → wait queue,cpu_to_io,6,CPU0,"['10', '2']","['7', '4', '9', '5', '6']",[None],['8']
192,10 dispatched to CPU0,dispatch_cpu,10,CPU0,['2'],"['7', '4', '9', '5', '6']",['10'],['8']
200,10 finished CPU → wait queue,cpu_to_io,10,CPU0,['2'],"['7', '4', '9', '5', '6', '10']",[None],['8']
200,2 dispatched to CPU0,dispatch_cpu,2,CPU0,[],"['7', '4', '9', '5', '6', '10']",['2'],['8']
201,2 finished all bursts,finished,2,CPU0,[],"['7', '4', '9', '5', '6', '10']",[None],['8']
203,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['7', '4', '9', '5', '6', '10']",[None],[None]
203,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['7', '4', '9', '5', '6', '10']",['8'],[None]
203,7 dispatched to IO0,dispatch_io,7,IO0,[],"['4', '9', '5', '6', '10']",['8'],['7']
206,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['4', '9', '5', '6', '10']",['8'],[None]
206,4 dispatched to IO0,dispatch_io,4,IO0,['7'],"['9', '5', '6', '10']",['8'],['4']
209,4 finished I/O → ready queue,io_to_ready,4,IO0,"['7', '4']","['9', '5', '6', '10']",['8'],[None]
209,9 dispatched to IO0,dispatch_io,9,IO0,"['7', '4']","['5', '6', '10']",['8'],['9']
213,8 finished CPU → wait queue,cpu_to_io,8,CPU0,"['7', '4']","['5', '6', '10', '8']",[None],['9']
213,7 dispatched to CPU0,dispatch_cpu,7,CPU0,['4'],"['5', '6', '10', '8']",['7'],['9']
218,7 finished CPU → wait queue,cpu_to_io,7,CPU0,['4'],"['5', '6', '10', '8', '7']",[None],['9']
218,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['5', '6', '10', '8', '7']",['4'],['9']
219,4 finished CPU → wait queue,cpu_to_io,4,CPU0,[],"['5', '6', '10', '8', '7', '4']",[None],['9']
233,9 finished I/O → ready queue,io_to_ready,9,IO0,['9'],"['5', '6', '10', '8', '7', '4']",[None],[None]
233,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['5', '6', '10', '8', '7', '4']",['9'],[None]
233,5 dispatched to IO0,dispatch_io,5,IO0,[],"['6', '10', '8', '7', '4']",['9'],['5']
239,9 finished CPU → ready queue,cpu_to_ready,9,CPU0,['9'],"['6', '10', '8', '7', '4']",[None],['5']
239,9 dispatched to CPU0,dispatch_cpu,9,CPU0,[],"['6', '10', '8', '7', '4']",['9'],['5']
241,9 finished all bursts,finished,9,CPU0,[],"['6', '10', '8', '7', '4']",[None],['5']
260,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['6', '10', '8', '7', '4']",[None],[None]
260,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['6', '10', '8', '7', '4']",['5'],[None]
260,6 dispatched to IO0,dispatch_io,6,IO0,[],"['10', '8', '7', '4']",['5'],['6']
269,5 finished CPU → ready queue,cpu_to_ready,5,CPU0,['5'],"['10', '8', '7', '4']",[None],['6']
269,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['10', '8', '7', '4']",['5'],['6']
282,5 finished CPU → wait queue,cpu_to_io,5,CPU0,[],"['10', '8', '7', '4', '5']",[None],['6']
284,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['10', '8', '7', '4', '5']",[None],[None]
284,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['10', '8', '7', '4', '5']",['6'],[None]
284,10 dispatched to IO0,dispatch_io,10,IO0,[],"['8', '7', '4', '5']",['6'],['10']
287,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['8', '7', '4', '5']",[None],['10']
287,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '7', '4', '5']",['6'],['10']
296,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['8', '7', '4', '5']",[None],['10']
296,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['8', '7', '4', '5']",['6'],['10']
302,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['8', '7', '4', '5', '6']",[None],['10']
304,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],"['8', '7', '4', '5', '6']",[None],[None]
304,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['8', '7', '4', '5', '6']",['10'],[None]
304,8 dispatched to IO0,dispatch_io,8,IO0,[],"['7', '4', '5', '6']",['10'],['8']
313,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,['10'],"['7', '4', '5', '6']",[None],['8']
313,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['7', '4', '5', '6']",['10'],['8']
316,10 finished CPU → wait queue,cpu_to_io,10,CPU0,[],"['7', '4', '5', '6', '10']",[None],['8']
326,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['7', '4', '5', '6', '10']",[None],[None]
326,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['7', '4', '5', '6', '10']",['8'],[None]
326,7 dispatched to IO0,dispatch_io,7,IO0,[],"['4', '5', '6', '10']",['8'],['7']
331,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,['8'],"['4', '5', '6', '10']",[None],['7']
331,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['4', '5', '6', '10']",['8'],['7']
336,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['4', '5', '6', '10']",['8'],[None]
336,4 dispatched to IO0,dispatch_io,4,IO0,['7'],"['5', '6', '10']",['8'],['4']
339,8 finished CPU → ready queue,cpu_to_ready,8,CPU0,"['7', '8']","['5', '6', '10']",[None],['4']
339,7 dispatched to CPU0,dispatch_cpu,7,CPU0,['8'],"['5', '6', '10']",['7'],['4']
341,7 finished CPU → wait queue,cpu_to_io,7,CPU0,['8'],"['5', '6', '10', '7']",[None],['4']
341,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['5', '6', '10', '7']",['8'],['4']
342,8 finished CPU → wait queue,cpu_to_io,8,CPU0,[],"['5', '6', '10', '7', '8']",[None],['4']
344,4 finished I/O → ready queue,io_to_ready,4,IO0,['4'],"['5', '6', '10', '7', '8']",[None],[None]
344,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['5', '6', '10', '7', '8']",['4'],[None]
344,5 dispatched to IO0,dispatch_io,5,IO0,[],"['6', '10', '7', '8']",['4'],['5']
347,4 finished CPU → ready queue,cpu_to_ready,4,CPU0,['4'],"['6', '10', '7', '8']",[None],['5']
347,4 dispatched to CPU0,dispatch_cpu,4,CPU0,[],"['6', '10', '7', '8']",['4'],['5']
349,4 finished all bursts,finished,4,CPU0,[],"['6', '10', '7', '8']",[None],['5']
367,5 finished I/O → ready queue,io_to_ready,5,IO0,['5'],"['6', '10', '7', '8']",[None],[None]
367,5 dispatched to CPU0,dispatch_cpu,5,CPU0,[],"['6', '10', '7', '8']",['5'],[None]
367,6 dispatched to IO0,dispatch_io,6,IO0,[],"['10', '7', '8']",['5'],['6']
371,5 finished all bursts,finished,5,CPU0,[],"['10', '7', '8']",[None],['6']
387,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],"['10', '7', '8']",[None],[None]
387,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['10', '7', '8']",['6'],[None]
387,10 dispatched to IO0,dispatch_io,10,IO0,[],"['7', '8']",['6'],['10']
393,6 finished CPU → ready queue,cpu_to_ready,6,CPU0,['6'],"['7', '8']",[None],['10']
393,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],"['7', '8']",['6'],['10']
400,6 finished CPU → wait queue,cpu_to_io,6,CPU0,[],"['7', '8', '6']",[None],['10']
400,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],"['7', '8', '6']",[None],[None]
400,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['7', '8', '6']",['10'],[None]
400,7 dispatched to IO0,dispatch_io,7,IO0,[],"['8', '6']",['10'],['7']
404,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,['10'],"['8', '6']",[None],['7']
404,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],"['8', '6']",['10'],['7']
405,7 finished I/O → ready queue,io_to_ready,7,IO0,['7'],"['8', '6']",['10'],[None]
405,8 dispatched to IO0,dispatch_io,8,IO0,['7'],['6'],['10'],['8']
406,10 finished CPU → ready queue,cpu_to_ready,10,CPU0,"['7', '10']",['6'],[None],['8']
406,7 dispatched to CPU0,dispatch_cpu,7,CPU0,['10'],['6'],['7'],['8']
407,7 finished all bursts,finished,7,CPU0,['10'],['6'],[None],['8']
407,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],['6'],['10'],['8']
412,10 finished CPU → wait queue,cpu_to_io,10,CPU0,[],"['6', '10']",[None],['8']
423,8 finished I/O → ready queue,io_to_ready,8,IO0,['8'],"['6', '10']",[None],[None]
423,8 dispatched to CPU0,dispatch_cpu,8,CPU0,[],"['6', '10']",['8'],[None]
423,6 dispatched to IO0,dispatch_io,6,IO0,[],['10'],['8'],['6']
424,8 finished all bursts,finished,8,CPU0,[],['10'],[None],['6']
444,6 finished I/O → ready queue,io_to_ready,6,IO0,['6'],['10'],[None],[None]
444,6 dispatched to CPU0,dispatch_cpu,6,CPU0,[],['10'],['6'],[None]
444,10 dispatched to IO0,dispatch_io,10,IO0,[],[],['6'],['10']
450,6 finished all bursts,finished,6,CPU0,[],[],[None],['10']
461,10 finished I/O → ready queue,io_to_ready,10,IO0,['10'],[],[None],[None]
461,10 dispatched to CPU0,dispatch_cpu,10,CPU0,[],[],['10'],[None]
466,10 finished all bursts,finished,10,CPU0,[],[],[None],[None]
